data_source,image_name
1,cd4ce541c135
2,d3ec418b0bcdfb7
2,c886343515db1eb
3,b18cb504173a568
1,dcbb8dd0b6a3
3,a5a38024891069f
2,9cb4c281372b280
0,3d26bc573c6e
1,0e3b49883fd0
2,d45665aa0d54b76
0,a69ddaba3a73
0,8f7296db5ca3
0,979aed0cee47
0,7b9612bdab35
3,68709fe5157bf3a
2,b1fadce6cd81129
2,69495dce94b594f
3,a6fb50133bcf520
3,b8c38a4d3b28c45
2,f408694d6fc4faa
2,cbe8d34242c7d1e
0,bbe1cdfc82b2
0,6ee505ce142d
0,a6b164ee46a7
1,4f0cf417d7cc
2,526c54cf482265f
2,a782cbf6676297b
2,824210525e2c375
3,9252848cb70bfd3
3,7be36d663290f33
2,12412d89e1fcbfc
2,f91aa4a4423509c
0,200f0a426e8a
1,8269f083f64b
2,18b5b9499ffd95c
2,58f9759ae853d4c
0,1ef7ffdd4a02
2,d5c31d4e9ebb53c
3,d930538947dfeda
0,183ea10c5ae5
0,7df2aa8d9823
0,0c3b130bcfe7
1,9e51c6fb1a79
1,62bad1f5a3a6
3,0794cd7fe35b0e2
3,dd2d4c71f469524
2,8353f1270093f19
3,598985c7c8697c3
0,c7856adab70a
1,2b4ac84eb1b0
0,4d6813f27aba
3,a1154ef53978ff2
0,a48ff170a980
0,22aa02d5e062
0,9de26da025f1
3,14b2d7883bee22a
0,b3f0a85218a2
1,61f67aadbb48
3,f784c3b7892b62c
0,604e536f7a78
3,2ba3cb4e4c8663e
2,77baa712f487a5c
0,14247ae13e2c
3,e932624174c6a00
2,d399b48b4f97240
0,dac2497d1705
0,aec66abfabe3
0,bb5f49ba99c1
0,f562bce233bd
2,5c253e012295e01
2,8ae8e11db58c06b
3,96fe1bf1849a588
2,87acadb58484476
0,77de9b7f2d30
0,40753c11df5d
0,a17259a2b646
1,210a49406fda
2,a82e88d0e7065e4
2,2227e72acd293b3
0,b04769afa6e3
0,461bba65f094
0,45864f498f79
2,749b4da3a30b94e
3,3cc2dab3b935389
3,88be2a8a1eabf9d
1,7e5c5d6a179f
2,b922e46f9642178
2,42d4ee7a9e208d7
2,bf7a6a24d6e5e74
2,4d48c2e864c20db
2,d81c68e9e828585
1,0f68948775eb
2,34ca56c6b45f713
0,6c04f75eee3e
1,0b42f6448b85
2,ce26b786ad32a1e
0,0af2fa8e6eec
1,e41924d0a982
2,6bf2de3be7f0d29
2,fb21d0a916efde2
2,3e88a274fe5807f
0,165752a2578a
2,29c8285b6565e4a
2,8ed5b63baa5e785
2,8e920559988938c
2,7b8d485895ff096
2,bb8c048aba4255c
1,45457398edba
1,b79f2d12c7ca
1,49a3625227d4
1,f921b23a97e8
1,1ec68b0cfe89
2,569911bebd3e957
2,8edd70b5deb8715
2,d98a9c94f040e61
2,bfcca8e0ba4b9ee
3,5c72b8c82083b7a
3,6944b093aa09b8e
2,d576a0c095514d6
1,13f1c374b502
0,38221db51d7d
3,451c34f62b164f2
2,b4659fb1add47f0
3,3c61aa57e1385b8
0,9b604a29010a
2,9ed974ad5c8883d
3,f3a5cbd6ee92cb7
0,965b32c36ce1
3,8d4ab93f147c337
2,07df8f20332a43c
0,c5ff0dc2f514
0,cfc65f27bfe8
3,f93e881ebf9568b
0,bd55886838e8
2,144d8b021d51ba0
1,4be4321fb093
2,98c5c7fe2a7e134
0,14662c0d4c9f
2,d5b544a9a11317c
1,959736b232d9
1,506024d7962b
0,e7efbf4ea3db
3,57ba71c19a6eee8
2,204c98ac4a41bae
0,abef9199f36f
0,5aa33dea55ca
0,f87138841989
2,28f215876d0d3fd
2,5df023efa91db7e
3,430573763271e57
0,616a8b30ec2b
3,b8cf5457dc5b2ed
2,af41316c8ee26c1
3,a7079999bde9a3a
0,6c59dea1566c
3,f4d2561c2043fe3
1,484fea6e8e6c
3,44499259679061d
2,8b3ad1d7fef6ac8
2,72255950fd4eb7e
1,35b6a77f17f3
2,252062824c618a0
1,4a0545a982e6
2,9ab1a19f9a0835c
1,890e60226bcf
2,9f2a596133d970b
0,5ea316bfb4eb
3,31a93dbe593bc2b
1,cd4b6d9f7f5d
0,901c479c43f6
3,00755724c13fc0e
3,da13d681a36df7b
2,a8eeab5f73a646a
3,5b2a13730d295b1
0,6a2e21ba0add
2,ff3b768bb33a24f
1,b0ff340e13d4
3,e0a36f284cc8371
0,0421629f0390
2,d2528a02b210b7d
2,698f174c16cde88
1,0ae9b1e6119f
0,37b47379f1e2
0,f0932ce4edc7
0,6eb1d7eafb1d
2,7ff723dda2b94f4
0,0be213845e60
3,8e21ff6425a9652
1,06d267026b59
2,b6b5b8261279289
2,8d2f61cc32b7d60
2,cdcbe73290938ae
1,314177064f7d
0,b2d110e05351
0,b925d4d86f51
1,1915a689a6ae
2,bfc54c66ae9a7a7
2,83c51ff1082eda6
2,2633e85c5b413c5
2,df5267b4dca9595
1,403cea2d6a49
1,e3d58ddccb38
1,454f4adb8476
3,929381cd460c26f
1,8b52bf1216bc
2,71c4c93c28d2744
1,8860bf310479
0,84b13815e170
0,ca6098fe88c4
2,4cf9fcd8e73adba
0,29af01e47ed5
0,c1dbdaadd124
1,94cc3d836846
1,afe07a13bb9e
1,146df32e99e9
2,c746d1c913138f5
2,40f05118ce7453c
0,f47bfb22a197
0,954a7096e5f5
0,808282fca44e
2,54d719e787afdb9
3,d436e3d0744fb05
2,14152531ed0ad7b
3,072bc0cafe49d6b
3,a041262405621dd
1,a97d19219b03
3,eb404a33f9fdf6c
3,5cf3a2dd5acd69e
3,67f145ec2868ec8
2,43c773a29eea3a9
0,bd0569d796f0
1,cb6b53f7eb48
0,4ea7b74e12d2
2,92d343631422f39
3,3b2fac6f52c9fef
2,51e7bae9caa3be6
2,4e164bab795d616
2,82d09ac66fb2131
0,6c67391addd7
0,c715714dd39a
0,df8f52168068
0,81bd7441d028
2,7e24de512cdb3bc
2,ec3e1abf3413b9d
2,b218f9e68c29f8b
3,96bcedbf15376c5
2,3945939ebf3ac4c
1,d8c7b14e1cf3
0,d47db9cd470c
1,18bfa9d1b44b
1,63ca4839277b
2,870b753c88917ed
0,06f3e4f73ff7
3,76c2f60e07c55aa
2,b705c0f43aa5ff8
2,b727b9cc8731d15
3,627f514c989dd92
3,c6288c7974fbec1
2,f73a74906225c75
0,49f1ded544a4
3,10ec611c3c28ed2
3,d8d3efd0cb37c4a
1,8707fb58994e
1,ea4df624be14
0,a2e0507a2b5e
2,3307b29a066b364
3,971c668d53068db
2,7aef4580cde1bd6
2,d32f3cf17e1f5c5
0,b51375a8d9a6
1,e7d6f10e7d85
1,d686f67e8fc7
3,962fac3ca01b6db
3,d0370fc822bd0e1
3,43d30488ee1c789
0,267441dca397
0,48eacb70a8a4
0,fc001c36f47e
2,c95e1352a901eea
3,bc40da2a8ece73e
2,feda162e4b4ac0a
1,5381ecf74345
2,f58dc2ef7bb145d
3,6f475b295c876f9
1,7a64a3ec35d9
0,736ce767824a
1,d4779cb4c9cb
1,16bbf058d8ff
2,6ab1baad527b249
0,141374cafd3a
0,98072e658165
0,21941d0e3fbc
0,67cb7beed9de
0,7c82c6d09a80
3,35c00c815ce29ca
2,5d2993c9e3e17d8
3,73707331c75515d
0,20c0e3e5aa8a
2,7d98ce44b975dc0
0,8971ae17feb8
3,308106e1bcd5611
2,aa56d9ea9494471
3,9e4a107be57b02e
1,95daa7f512ac
3,5873b3372681748
1,19ccfb6f361a
1,e5be36bc52d5
0,376e694a8b90
3,83c1cc9ecbf11b6
2,7de642a697b8fa4
0,5d8656df0d03
3,ce8c35c5d56ca68
1,8e90fd39cd7d
2,dd572b3430b9a2b
0,30ac11cde193
0,0018646aad1f
1,aa7ab0f5c933
0,91d5871783d5
1,d2489db270a1
2,6ebe095c1bb88fe
2,e3792a0ad9e8d61
1,92e7d4b4d5ab
3,04bf27406485778
0,7b3498eb54fa
3,9042b136d2c5929
0,39d28ea50f42
2,8d1bd0b604725ea
1,e2d3ccd30408
1,472114d84d2a
2,f3d149214d95fa7
0,fde31505801d
2,55d1d3188a8487a
0,6e6bd923dfc5
0,d10aef58b3b9
1,9b60f1d910b2
1,d6ecf51c474c
0,cd66aa2a3710
0,f441c519bccd
2,f983b6f7bf40ae5
2,dd602c4d55480cd
0,fc898848fde7
0,9d3331b3a898
2,6cc2564b2617c30
2,28882369f02a5af
0,2ea6b98617be
1,d23d21a644cd
2,1fbc520a675699e
2,2021fa939515226
2,bdd141b8b7048b8
3,172e4bfec786b86
1,491cd483d1ea
2,53ed43be339a7e7
0,a8bf81ebac02
0,7a013f7b6109
2,50a68349a242ea2
0,087b3ad3e267
1,c0da89e42ac2
2,50a9ab1a9bf22b6
3,b89aceb943b9952
0,99930a872a98
0,307b6a8b05be
0,a1fe78aa446e
3,ae550d5b499e89f
3,db2759633f8eea7
0,7a27716772f2
1,82fb0fc7beca
0,b55d585ca623
2,04c12a125595291
2,bdc0b282b4256de
1,ad71caa5f875
2,feed8d16aa6ffa5
3,291bea52179485e
1,422e19b4eea7
2,a7a477b96aa19b0
3,cc140589527ec4f
0,783b2687c37a
3,04577b87cc545fa
0,944ed9f00455
0,bf51d7162c4e
3,bd89002ace7c1a2
3,b57078d61c9e0fd
2,b021c5e646e7169
0,c08c56e42362
1,61f245debcf1
1,a7477fcf52e3
2,70624febec215d8
3,97c7934401b7cd8
0,2a6fe1b01680
0,bacdfb061a4e
0,bd21c3b7b546
3,8c6a6636478f4ee
0,59fe65ee7c17
2,03ce61e5f89ffb3
2,da6b758b9a97ff8
1,f32d087e8ff8
2,ace0069aa79c20c
2,e4a9d08e7ea7b43
0,54b8ad82f899
3,7bd507b4c91c93f
2,cf749c6198de061
3,4b9a95ac3685a21
1,8db4e8b17ce2
1,cb3fef8ac299
3,fc7aaacaa6d4e0b
2,700156333069d28
1,2a482b7d7985
2,f51bca926768efc
2,f838d9609225239
0,34db4ac0511d
1,6f9d7c0c8a3b
1,aa0cd09d3ed9
1,123b173d4553
1,634897fe5ea5
0,faf115e37863
0,379d1ab932ab
2,68516facbb3d55e
0,1170d0ac1909
1,5ad61f91ca35
2,5f6fbc320034923
0,087fbc8823ef
0,c2b119faba14
2,a8bd40eefc24cfe
0,09804d0dd92f
2,61b1646d15d30e0
0,150f675452f0
1,9bb3afff427a
2,e6c38e263fc64ce
2,c6e570f0835092e
2,859e1b436653b64
0,01913115aad3
1,5f4250d77efd
2,a080ec16bc9bc74
1,f35c7e5e81c3
1,1fe9a2c50ac4
1,d56b96a8ad76
0,5c83881fb198
2,142c1612196f82d
1,920d68151ca9
1,c7bd71ab7374
3,82bc09c4074af9d
0,203d47d8933d
0,3c8184d18759
1,55db530ca4fa
0,0ea6491631a9
2,d5b45373d3e4c2a
3,06a972175cdc458
2,20d1edad7a97797
1,0a544b977a95
0,12071b5ad9cb
2,634c1d6050a677c
2,30f8310ebeab8f0
0,f034488d5a2f
2,29ce00be6be863b
2,63b2b667a33f0fd
3,42020ff862113a2
0,e617c0c5cc69
2,6e1119daf9a1aa8
0,beca55a7404f
2,995bd683b026169
0,98c816fd62a1
0,95e765eaffa6
3,d20d35b6bdb4c00
2,2b1351d95c85bb0
2,640e5fdd405ebdb
2,d7c7e157dbe1e9f
2,c196efbd0596f98
3,4f873ce0dc54521
3,72eb1c1121387a2
2,fe3e15c3df4877e
3,41a328487bea70e
2,e922a21ef1e8b37
0,5c9e2186414e
1,9f29f0a7484d
0,c029c4430d9a
1,4336df3d6daa
3,f3d1abf3136e0a9
1,a25b53b11f4d
3,4554d20bb8c6100
3,77bbb3547dcc499
2,b9648431bea151f
3,f10e37ed24ffe50
2,77359a16223b97a
2,ba7eb34084c3126
3,4ee414d80b872f7
0,d5d1ddddc369
0,a24b1f3b549b
2,34fd2d50754d5cd
0,8720ccac0a56
2,0a9bcae70530797
1,ac7f54554f39
2,02813a17a30f162
0,d36b5c829dd4
2,cddc8c975697d15
1,9ccd471931b6
3,7312a1fb7208876
2,b3b4d1195382e71
3,84570bec16d0c08
2,494a3f9db03d789
3,61071574c60bbf5
3,626201eb5ab5657
0,57c31b0f109a
3,cb2d94a96d8db52
2,e6098e7f755f310
2,fffa939e610ed70
0,e6a1adfc1176
3,e7148d3bec03cac
2,983d6aea35819cb
0,733f2f34c24e
3,da1dcc9a2b3bfa4
0,b82b8b1eac0a
0,91a884b8ec7a
2,fd8f8a5f92bf804
2,ca7a3339ce8bd74
1,73a36453363d
0,a30b8da21fae
3,e15927e4e8db2a6
0,e427024eb631
1,c388edb78d5f
2,af7926bcacc5c67
3,457e96d103bad91
3,6126b1e641a3596
0,471aa417a26c
3,e89e5dbacdb2edd
0,8b4fe493e02b
2,3e12a669581e714
1,e309d2995e75
2,5e13da77e2e7424
1,5185516d2f72
0,9e1d5f634d85
1,29eeff2bf23e
0,74f688d9ece1
3,08940f97fc741fa
0,1ebd271aef8b
2,a9ea4a0eec33519
2,d5c08a2950ef83d
2,30f2f1653ec5043
3,0683e4e168a6466
2,1161aa111eda704
0,4583a085cf55
1,f1909c78c434
0,b10dd7db9bc5
0,0802a585bc73
0,9d7f18452528
3,4c6d326e0b1e4dc
1,4c507095002c
1,a2b06dc9c142
3,c5b458267d82a18
1,020272c681de
1,db9b7e761ace
3,06303c6ed6fdf8f
3,558c5fb1819c792
1,99181f1d5095
2,7155fd4378e2636
2,e893c44fd8ff6d4
2,5aac927607e1816
3,a69848044ee19e6
0,9e1cddcf7c69
0,296e2051587a
3,c9e420f91e3dadf
0,3ddc062bc86a
0,415c4f3c024f
2,07069012afc4dfd
2,7297f0cbdf52963
1,9c534d4e34ce
2,0418b542a3ee016
0,a8eacac82523
1,1873406760d8
3,5d45a74f45d326b
2,ece5a7c5bffb628
2,1ed3cd53630480e
1,d75019ecaf5d
1,92991e2c6343
0,f37b181bca88
0,3223b79b6d4d
1,a1ad64009ab8
2,04f71243af24ba6
0,c74abc3dc7ad
3,f4eff58970335fd
1,d2eb715a52d1
3,c66600b4d64ea05
0,0818dd25f01d
2,f009b9989143629
1,032969c80376
3,049ad18f51d8f4b
2,71774978eb81d31
3,6b802cf6f54de99
2,2464202c206b713
2,5af1a583738fb6c
1,fd061b3e0ff6
3,59aa0510869c72a
0,6cf5eb5ba5bd
0,06b403acb34d
3,765b43aec54761b
3,252402971dacca6
2,5505997fda464c6
1,e6aa556c3498
3,2e6e8c5b0dcf012
2,b3d73fd0ed5f447
0,940951760f33
2,7cedf107a029d56
2,e6815a319b6d3c4
3,1de22ef9ecaab81
3,c72931a86b40d88
0,3326fe1745b4
3,759295858c91749
0,a3781f41e46f
2,8e1907786963c99
2,5e84ae826e46f67
2,50077fa2df133fc
0,3c6023e0ed65
2,c6eb0fd760cf39f
2,8a7474f3ce7ca19
2,ea5c6bf381699a5
2,4c76ec9ef3d9458
2,c4e98e068bf99f4
2,b1ba029689dc196
3,963b2e95be0c559
1,7bc6dda51291
2,9dc9b4c9b0d87a4
2,7f41ce016212751
3,2d20ada15a0afe8
3,6693147e8f08d69
0,c8d4a9a78183
0,1f095fd2ecc2
0,98c625fab774
2,6aa49b3ed6f2ef7
3,c1afb7fe3b5e66a
2,303f99ecd5b097d
0,46c56252192b
0,8b826f19dd80
0,e1a74ca6a677
0,75a5c4895e5b
3,d89f8d9ffac04e2
3,bf4fe3efe60bea3
0,3ecf4a07ffff
3,4c9696e3232d881
2,d756539f61f870d
0,06313f1dc87d
3,80400337bff6ef2
0,8353a3fc09e4
1,bb6cf52c2f2c
2,9f1272641c271b7
2,839ca3b0c9bd517
1,8fdd8a976edb
2,b4b174bd56ad2d6
1,acb59cdddeaa
0,fce0552e0bcf
0,027f83ec7a6f
0,57bae09bd627
0,ad4506e0b5de
2,d48adecdec81d9b
2,d178f354491c9a2
0,8b6411ef68f0
0,80f3a744bb0b
3,e88275d304c842a
2,2def24830b70305
2,4f500465da414f1
3,31e7911bc58567d
1,dd3220cfce3a
1,88c7f145e12f
3,b4a9f5916522862
0,e25b8b09e7ee
1,859179d66abd
3,fcb72202cc4b05d
0,6d3ca8f3b56e
2,8194813c8ac8b9b
0,21bc060eddec
0,77a9b7b40dbd
2,153abed0e668fab
2,ec7d38eca03845c
0,335ebfaaeacb
2,f410c990a500443
2,6aa97a1d4813cd2
2,ae79ee3375fbe8c
3,c0463ba0a00f83d
2,050a9d8eb1bca23
1,87bb80a95cca
0,fc9b80989fde
2,9550afdfe4d6f73
0,6e3a7e66a97d
0,b53419c54a4f
0,8ee925c00a04
2,df3de9a6ab43962
1,e61331d7e67c
2,e15fe91b90f7fa2
2,e034c0a38ef048e
2,c7493272c117a4d
2,922163e91458ac5
2,bbb8026d3e1af6e
0,c2b0117c1c2d
2,59d13a41640b9c8
1,81a35f3e8bb6
2,f07be3f1b25161a
0,517b2eee708d
1,74c18ebbd2db
1,eab31390fb64
2,95dcd174a36e872
3,e671971076f6701
3,6ff4731f11d3671
3,4766133032fe8ad
1,c7924bfd2510
3,e3c3b29120f08db
3,cd51d1afdd07c1f
1,01abe9f5934d
1,7a351d23806d
0,842cdb4b9ea4
3,b812a0fd3e3de7e
1,a7ab00600292
0,7475060fb6a0
2,2411578ae0b7d97
1,fc359b075638
2,671d6e85d62ce2b
2,18def6259192363
1,f51426de6262
2,090961019c7b2d4
0,40c29e4b914d
0,f04e85bff62a
0,7c4ebbe18e1f
2,f5a89ccc056c734
2,79bc69aeccbfbb9
3,d6769fbe2cec02e
0,20909b992340
0,be3739cec95f
3,b41d3826e77d374
2,d2721b0b792cca2
3,2684d4b1438c6e0
1,4f49a947e1e4
2,83078adde9a8eec
0,7afb013b98d9
3,78c1635ecf691d2
2,e0564288bcb8559
1,aa451d946138
0,cd48771167cb
1,f5300ee4b014
2,ecbdb1a8f3798ed
0,c418abc991c1
3,e6fb09bbcbcace6
2,920466376f27b8d
3,2fabbf240da5ad0
1,e37819c23ccd
1,3dc5dcc5451c
1,87e3dbeb4f45
2,5e2407b01284058
3,dd1a5acbc4b7cab
1,0ae2659cd588
1,66a3e92e84d8
1,1ba2cc7e8ddb
2,9a93a9e868bb1f8
2,e2ec65cdf9a04b6
0,e54c650719b7
0,862dd49d693e
1,c37d4fb15b9e
0,c1ad58f04a40
2,d283ec1a60b2936
3,1b6d699c5685067
2,c0a00e0a0b2d44d
2,957ae11da5f98b4
2,b40c0ed706aba37
2,5642ac2efde880a
1,1ae3b01f2217
0,4ea4248c454f
2,962ebeffc403b20
3,276548448eec7c5
3,efcb97f47f9f3d4
1,628301dd43b4
3,7a5caa8da66942c
3,032a50c9409b9a2
0,788ba83e9f5d
0,dd4890364912
1,3f47d0e02736
3,e93659eeb88b31e
3,e0e238113d3cefd
2,9ba0890983eab8f
3,e5df0dbe2a14c33
2,45990d9719fbca9
3,26bd2fdefd9aa61
2,56b0614d58ff2f9
0,25a5a61e60eb
3,3bfc04514043083
2,54bfc21c33b51d1
2,6322533bd577026
3,c0728ad05713063
3,15a497c9556cb96
3,cd322dbd29c9ea2
0,d323a70b344b
1,ba08b26968e4
0,27323b072b4e
1,3cd51a3788d7
0,6840bdbda831
1,0645d48c1cfc
2,59b1a21b7590f0e
1,fa322ad7a2b8
0,a53f0e94c111
0,1e8c3fb0e1c8
3,ea5087ffded2cd0
3,e6a87fcb9eacbfd
2,c9c4fb17a8abd5f
0,db8891ff120f
2,b7be85e36cf999b
1,9d82f1ddefab
0,088090e96b07
3,a041e07002adf32
2,3fe2e633cad05d9
2,1ce97615258e3f7
0,97e9d72e5324
2,63de8aa5ddbf496
2,30d0065bd947710
1,67e0c0c4a32d
0,de99ca1011c6
2,251ca8e053711c8
1,6bc8e1739151
3,2f346dfcd485dbd
3,70be984761139e5
1,ebea8d6e9429
1,7ba910dcc9d8
0,feba73f39252
2,67e0b948053f35e
1,43f62367e379
0,b1733d9f7e37
2,a455d426b69ad67
3,48b634fcec01878
2,eb7257aadd73a19
3,b7f9ba00fc12c20
0,2e2a5b698933
0,b5615658af6b
1,caf3590f0816
2,6fb92f5c6df00fb
2,f8194f2c72e11b2
0,1ca8cef4ef3c
1,7261c59e95cc
2,0a95482d1c7c893
0,197d25112886
0,40c0b289d365
3,bb3d665fb5aca98
1,03e9f62fd489
1,f4d2257fdcd4
3,bb43c35810cc064
2,99ab1d44a681bb3
2,83f2cc44ef21c6a
0,b3e66d33e01d
2,570b01f41ed919f
2,59eba27b9bca1f8
1,e05a5e667d06
2,a749561a7c5285f
2,ec9bb80b73b3ebd
3,2e053c44ecb4dac
3,be21b00f9efe568
3,6c18e1cf85664e9
3,bec7c22ac268dce
2,3412e6addca337f
0,4f4e34a1dd38
0,5daa85f1553b
2,6ddc2bf088389a6
2,7e5aa7da81307e3
2,43128aac270dc2d
0,c3422045550b
2,1daa13c8da645ea
0,6d2d68395878
0,e6bd3dcddb61
1,f0deaea11ec1
1,4d4b3564fabb
2,d251250c168fcc1
2,54689618ddfc16b
2,b08495d1482ff99
2,66e69249b94855d
2,804d7ad0a0a5284
3,89a4a906e7b54d6
0,c09fdc84db6a
2,5565cdc4b6d48af
3,3b35f6d3f624c0f
1,b76c83012ce9
2,36e25ccf47a0b94
0,01ecae5e90ff
2,cd2273fee9f4a8a
1,8acc119ea91c
1,38198e27db31
3,5cba6a3065da0c4
2,989c3af03ddb72a
2,72e77506ca3842a
0,3ba4e0abae1a
2,569e4e9cfb8b24f
1,d1e4015c624d
2,740718d25163fb9
2,9d54f2985ce54e5
2,aa350dfca877b84
1,8531964765bc
2,d1004e7d9bc7274
1,c90bd254a368
2,1b79d40b22cb9c2
1,bdaa4d7e0a40
0,afbcbb90fe8e
3,3426f8123b8c094
3,75b1b9c5905d87c
3,cd46cadd4dd666f
3,3fb8683db82e9e7
2,988f9ef6c70cc2d
2,895e6c03d1da272
2,d0bbb15da57f59f
0,f424627842af
3,2c30a1c7474ab88
0,c98729672f83
2,ad5cac89112dfb1
1,783d16aaf636
3,c58a6946ea69d2f
0,752b5621f582
2,a28f88e8465abe8
0,aa1959c6f174
2,7ac5b827454c63d
0,393670635bb1
0,625b2d5d4bd0
2,8b769b4a2565298
0,030e2f87b02f
2,2cfe5db2c58cdd4
2,ba56d49533b39df
3,5475f55da9855b5
2,3f79db797bdf85f
3,bfc317390bd8ea7
3,74de1d1f3d336cb
1,7cadd86622f7
3,13aecee9bc6e5d1
0,8bdf3f86d571
2,fc7d9e94361ee84
0,75e829b47778
3,fba9b25bf970e62
0,18392ceaaf3b
0,5923457198f7
3,bb191605c5dc519
2,4bf75402bed230f
0,cd94995e971f
3,d890e2687393b2f
3,eea5a9f077aab2c
0,5671cc74cc92
0,d857c4834501
2,246120b9b8f39f0
0,277c80e8f50b
2,6cadb99bb39a5a2
0,07a5f26828eb
0,59b08859bade
0,c7632b49ae86
1,bb52c21c6df2
0,5674b69ac1d8
2,834f7dabe0b0007
3,b72216864168baa
3,f6e8a74ee43e871
2,a1b5537a123a5bb
2,038366335446aed
0,10f871e13ff9
3,7ceea42f41db64c
0,157cab9e0d72
3,36ce102fed2fd18
3,1e74a94ff71644f
2,0e798c8e9a9eb60
1,1db2faabbef4
1,6fbc5c999ee1
2,ad418a337a03e80
0,8284d24734bc
2,904e8e9e6c58b91
1,ac3b0d7b44d3
2,8b610081448d6ef
2,331c1e4c6e3ac1b
3,27dc0f54ac554d4
3,e9f0474733a90cb
3,5bf3c77e2b4d31f
2,b2cbff735724d38
3,b2bcb2c905950e7
0,7326434a900a
0,5b580c7b8b3e
3,3099ec5c77d0f27
0,c092cd317757
2,c7d1e220e12e807
2,a452138e47cd98e
0,c0aefa2f39f4
3,346c72e869a3cdd
1,cfd704870277
2,f292ed83f4e2919
1,5f94daa2fa50
0,f906b8371ad4
2,fefd5e453f19776
3,e52cc96d6d3f558
2,56ac89dc1bc296b
0,706efd54528a
2,22f9f5da781b92b
0,9b3568f12e64
3,c87c942689c1680
2,a2b50b34fb223f6
2,dd166efda6ec452
1,1a60bb6a5533
2,e02518d079ed432
0,ecd82fe8a55b
1,e2f88500274e
1,8a9f61e212ea
2,8295541577df8a3
1,4d5019a1541f
0,f020104699b4
0,71bb4ab13de0
0,7409ca0122c9
3,4ecd5df4dd1aaa2
0,c00aabdce0d0
2,022217f84040bdd
2,cd1661ef4e1528b
3,8ccd1d0f56eb477
0,0ec81f3bb7eb
3,72c17e21a6b97c2
1,96ecd39f8877
0,30070a174fe6
0,0fd956a4d3a4
2,9b92e3035bb647a
1,da6368e07328
3,a953b7af9862419
2,5e75e8a57e55340
2,b536f64ec375a19
3,be44177e4ded8ce
3,8b5a6ce0de256cd
1,19a46dd7b770
2,89ee72a63815d42
2,13e2636da9be7ba
2,4a1a93a697d0eb9
0,1244c63fb9ab
3,12e179a6c158e16
3,767d565037dbd2b
1,4f48d264a09d
2,f8e5ace785f8df2
3,15387ddbf557d0d
3,970845066d9c6a6
3,3fe49949a86ef6c
2,4e44de8dc62fb24
1,083806b0ad15
2,a170d79b0a70997
1,6299b3fe6a07
3,a5edbde7be209e2
1,2f0a47aefbce
3,ae11f8828b27029
2,cfcb070952a5788
3,94a9d1fcf1e37f2
0,6ee5e7166b03
2,1ada765be503ace
2,506262ff51440c9
3,a11f9168e7f497b
0,edae4a6066fa
0,c030c4bbc5a7
0,ad206232bbeb
3,6bab8b5eace0736
3,a068b8d69623039
2,932afa5f4611b63
1,4f5f0731ff26
0,ccebce3bbe28
2,2abfc61d85e16f6
2,f5158923bff85cd
2,952bd96b8f8d1fa
1,2b2af4a55010
2,a16356bfb967dd5
0,e7de86efc6bf
2,b63202b17f82c98
2,f653d2a9e22a34f
2,3944c0d3405c160
1,1b3724835aa3
1,4932e903f8e1
2,3c5f74cb96cf13c
1,528ec565ffcd
0,2c4f012b612e
2,823c0e98d0e8944
3,889ff969d3b6e84
2,3348dba3d38228c
3,1da93008acbdc62
1,61494677c65b
2,f89cd0334699e90
1,eb949ff64d69
2,d1ea010d129dc4d
1,a3e6886dca4e
1,7e77d92aa7f4
0,c6f5a816c207
2,1d9771e4cb8cd99
3,b5ebf982b989b73
2,942f6a7604e1376
3,24295ffda4b9c7a
2,7bbd25dcd5da49a
0,e0ff94f60ef5
2,e590852b65599b9
0,44714d2f321b
2,b0308a09fdf8e62
3,0852ca21b55e1d5
0,8de6f63ca08d
1,bc96dc7b0dd2
2,b2fa7250e824b06
2,941aaaea39273b9
2,899ddc049302b20
2,aa489dc95665806
0,162f4c387fa5
2,b0042f69a4fe095
2,1da900a79032ba6
0,d247d900462d
3,3d112ad1b90ed11
0,70847166e4f6
3,e97ef3aafbeddc6
1,d91d38289084
2,e2970dbf669e550
2,a06cc055c512924
0,19eb14e3f916
2,fbf6517133c32bd
0,7f6358e6b00c
2,03fc13d73c8f82d
0,7948f2591269
3,d20ead0f0c549a9
1,8b6fc85cdf15
0,5ab3bd364bb8
0,6e06ffbcab38
3,1f0159d40cc997e
2,3d8f8eb6ebe2807
2,96ef08d299041a6
3,59a2ea651f6d699
0,9e5719b86a16
3,f27c81021fbcfa2
0,b4c197f8ef5d
3,2069ca51dfd42ae
0,c67fb09498ca
2,b907eeab855d557
1,22cc8b451912
0,8a6443b2d856
1,6abf195d1ad2
3,e1c24ff95348915
3,ec3f774e8edd48d
2,ec4a094274273d6
2,6507a29c2b4e525
2,62495ceaba2cc14
2,58e4945d8603263
2,440d3861ca1fd1e
3,5f249be85dc9ce4
2,c6293e2e2e80b4e
2,64aa372c212cefc
3,ed050a258f75afe
2,210db55c4fe9436
2,5c86b72a45d68e9
0,52db3df9160d
3,8e09d15aa314182
2,f6150a7e027dfa8
3,c7ce226c8d8b044
2,57deaf05e487402
0,504fe94c417d
2,825e3cfe326c10e
3,dd70d0b9e5a9423
2,09c08d092bb9cf3
2,d9d25af6db7abf5
0,362a22e5712e
2,8b0549db853aef3
0,f92b7cee5512
0,574690ac141a
0,716f51366788
3,c49b3aaec6412be
